Acc,Name,Desc
PF15390.5,WDCP,WD repeat and coiled-coil-containing protein family
PF15391.5,DUF4614,Domain of unknown function (DUF4614)
PF15392.5,Joubert,Joubert syndrome-associated
PF15393.5,DUF4615,Domain of unknown function (DUF4615)
PF15394.5,DUF4616,Domain of unknown function (DUF4616)
PF15395.5,DUF4617,Domain of unknown function (DUF4617)
PF15396.5,FAM60A,Protein Family FAM60A
PF15397.5,DUF4618,Domain of unknown function (DUF4618)
PF15398.5,DUF4619,Domain of unknown function (DUF4619)
PF15399.5,DUF4620,Domain of unknown function (DUF4620)
PF15400.5,TEX33,Testis-expressed sequence 33 protein family
PF15401.5,TAA-Trp-ring,Tryptophan-ring motif of head of Trimeric autotransporter adhesin
PF15402.5,Spc7_N,N-terminus of kinetochore NMS complex subunit Spc7
PF15403.5,HiaBD2,HiaBD2_N domain of Trimeric autotransporter adhesin (GIN)
PF15404.5,PH_4,Pleckstrin homology domain
PF15405.5,PH_5,Pleckstrin homology domain
PF15406.5,PH_6,Pleckstrin homology domain
PF15407.5,Spo7_2_N,Sporulation protein family 7
PF15409.5,PH_8,Pleckstrin homology domain
PF15410.5,PH_9,Pleckstrin homology domain
PF15411.5,PH_10,Pleckstrin homology domain
PF15412.5,Nse4-Nse3_bdg,Binding domain of Nse4/EID3 to Nse3-MAGE
PF15413.5,PH_11,Pleckstrin homology domain
PF15414.5,DUF4621,Protein of unknown function (DUF4621)
PF15415.5,Mfa_like_2,Fimbrillin-like
PF15416.5,DUF4623,Domain of unknown function (DUF4623)
PF15417.5,DUF4624,Domain of unknown function (DUF4624)
PF15418.5,DUF4625,Domain of unknown function (DUF4625)
PF15419.5,LNP1,Leukemia NUP98 fusion partner 1
PF15420.5,Abhydrolase_9_N,Alpha/beta-hydrolase family N-terminus
PF15421.5,Polysacc_deac_3,Putative polysaccharide deacetylase
PF15423.5,FLYWCH_N,FLYWCH-type zinc finger-containing protein
PF15424.5,ODAM,Odontogenic ameloblast-associated family
PF15425.5,DUF4627,Domain of unknown function (DUF4627)
PF15427.5,S100PBPR,S100P-binding protein
PF15428.5,Imm26,Immunity protein 26
PF15429.5,DUF4628,Domain of unknown function (DUF4628)
PF15430.5,SVWC,Single domain von Willebrand factor type C
PF15431.5,TMEM190,Transmembrane protein 190
PF15432.5,Sec-ASP3,Accessory Sec secretory system ASP3
PF15433.5,MRP-S31,Mitochondrial 28S ribosomal protein S31
PF15434.5,FAM104,Family 104
PF15435.5,UNC119_bdg,UNC119-binding protein C5orf30 homologue
PF15436.5,PGBA_N,Plasminogen-binding protein pgbA N-terminal
PF15437.5,PGBA_C,Plasminogen-binding protein pgbA C-terminal
PF15438.5,Phyto-Amp,Antigenic membrane protein of phytoplasma
PF15439.5,NYAP_N,Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter
PF15440.5,THRAP3_BCLAF1,THRAP3/BCLAF1 family
PF15441.5,ARHGEF5_35,Rho guanine nucleotide exchange factor 5/35
PF15442.5,DUF4629,Domain of unknown function (DUF4629)
PF15443.5,DUF4630,Domain of unknown function (DUF4630)
PF15444.5,TMEM247,Transmembrane protein 247
PF15445.5,ATS,"acidic terminal segments, variant surface antigen of PfEMP1"
PF15446.5,zf-PHD-like,PHD/FYVE-zinc-finger like domain
PF15447.5,NTS,N-terminal segments of PfEMP1
PF15448.5,NTS_2,N-terminal segments of P. falciparum erythrocyte membrane protein
PF15449.5,Retinal,Retinal protein
PF15450.5,CCDC154,Coiled-coil domain-containing protein 154
PF15451.5,DUF4632,Domain of unknown function (DUF4632)
PF15452.5,NYAP_C,Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter
PF15453.5,Pilt,Protein incorporated later into Tight Junctions
PF15454.5,LAMTOR,Late endosomal/lysosomal adaptor and MAPK and MTOR activator
PF15455.5,Pro-rich_19,Proline-rich 19
PF15456.5,Uds1,Up-regulated During Septation
PF15457.5,HopW1-1,Type III T3SS secreted effector HopW1-1/HopPmaA
PF15458.5,NTR2,Nineteen complex-related protein 2
PF15459.5,RRP14,60S ribosome biogenesis protein Rrp14
PF15460.5,SAS4,"Something about silencing, SAS, complex subunit 4"
PF15461.5,BCD,"Beta-carotene 15,15'-dioxygenase"
PF15462.5,Barttin,"Bartter syndrome, infantile, with sensorineural deafness (Barttin)"
PF15463.5,ECM11,Extracellular mutant protein 11
PF15464.5,DUF4633,Domain of unknown function (DUF4633)
PF15465.5,DUF4634,Domain of unknown function (DUF4634)
PF15466.5,DUF4635,Domain of unknown function (DUF4635)
PF15467.5,SGIII,Secretogranin-3
PF15468.5,DUF4636,Domain of unknown function (DUF4636)
PF15469.5,Sec5,Exocyst complex component Sec5
PF15470.5,DUF4637,Domain of unknown function (DUF4637)
PF15471.5,TMEM171,Transmembrane protein family 171
PF15472.5,DUF4638,Domain of unknown function (DUF4638)
PF15473.5,PCNP,"PEST, proteolytic signal-containing nuclear protein family"
PF15474.5,MU117,Meiotically up-regulated gene family
PF15475.5,UPF0444,"Transmembrane protein C12orf23, UPF0444"
PF15476.5,SAP25,Histone deacetylase complex subunit SAP25
PF15477.5,SMAP,Small acidic protein family
PF15478.5,LKAAEAR,Family of unknown function with LKAAEAR motif
PF15479.5,DUF4639,Domain of unknown function (DUF4639)
PF15480.5,DUF4640,Domain of unknown function (DUF4640)
PF15481.5,CPG4,Chondroitin proteoglycan 4
PF15482.5,CCER1,Coiled-coil domain-containing glutamate-rich protein family 1
PF15483.5,DUF4641,Domain of unknown function (DUF4641)
PF15484.5,DUF4642,Domain of unknown function (DUF4642)
PF15485.5,DUF4643,Domain of unknown function (DUF4643)
PF15486.5,DUF4644,Domain of unknown function (DUF4644)
PF15487.5,FAM220,FAM220 family
PF15488.5,DUF4645,Domain of unknown function (DUF4645)
PF15489.5,CTC1,"CST, telomere maintenance, complex subunit CTC1"
PF15490.5,Ten1_2,"Telomere-capping, CST complex subunit"
PF15491.5,CTC1_2,"CST, telomere maintenance, complex subunit CTC1"
PF15492.5,Nbas_N,"Neuroblastoma-amplified sequence, N terminal"
PF15493.5,YrpD,"Domain of unknown function, YrpD"
PF15494.5,SRCR_2,Scavenger receptor cysteine-rich domain
PF15495.5,Fimbrillin_C,"Major fimbrial subunit protein type IV, Fimbrillin, C-terminal"
PF15496.5,DUF4646,Domain of unknown function (DUF4646)
PF15497.5,SNAPc19,"snRNA-activating protein complex subunit 19, SNAPc subunit 19"
PF15498.5,Dendrin,"Nephrin and CD2AP-binding protein, Dendrin"
PF15499.5,Peptidase_C98,"Ubiquitin-specific peptidase-like, SUMO isopeptidase"
PF15500.5,Ntox1,"Putative RNase-like toxin, toxin_1"
PF15501.5,MDM1,Nuclear protein MDM1
PF15502.5,MPLKIP,M-phase-specific PLK1-interacting protein
PF15503.5,PPP1R35_C,Protein phosphatase 1 regulatory subunit 35 C-terminus
PF15504.5,DUF4647,Domain of unknown function (DUF4647)
PF15505.5,DUF4648,Domain of unknown function (DUF4648)
PF15506.5,OCC1,OCC1 family
PF15507.5,DUF4649,Domain of unknown function (DUF4649)
PF15508.5,NAAA-beta,beta subunit of N-acylethanolamine-hydrolyzing acid amidase
PF15509.5,DUF4650,Domain of unknown function (DUF4650)
PF15510.5,CENP-W,CENP-W protein
PF15511.5,CENP-T_C,Centromere kinetochore component CENP-T histone fold
PF15512.5,CAF-1_p60_C,"Chromatin assembly factor complex 1 subunit p60, C-terminal"
PF15513.5,DUF4651,Domain of unknown function (DUF4651)
PF15514.5,ThaI,Restriction endonuclease ThaI
PF15515.5,MvaI_BcnI,MvaI/BcnI restriction endonuclease family
PF15516.5,BpuSI_N,BpuSI N-terminal domain
PF15517.5,TBPIP_N,TBP-interacting protein N-terminus
PF15518.5,L_protein_N,L protein N-terminus
PF15519.5,RBM39linker,linker between RRM2 and RRM3 domains in RBM39 protein
PF15520.5,Ntox10,Novel toxin 10
PF15521.5,Ntox11,Novel toxin 11
PF15522.5,Ntox14,Novel toxin 14
PF15523.5,Ntox16,Novel toxin 16
PF15524.5,Ntox17,Novel toxin 17
PF15525.5,DUF4652,Domain of unknown function (DUF4652)
PF15526.5,Ntox21,Novel toxin 21
PF15527.5,Ntox22,Bacterial toxin 22
PF15528.5,Ntox23,Bacterial toxin 23
PF15529.5,Ntox24,Bacterial toxin 24
PF15530.5,Ntox25,Bacterial toxin 25
PF15531.5,Ntox27,Bacterial toxin 27
PF15532.5,Ntox30,Bacterial toxin 30
PF15533.5,Ntox33,Bacterial toxin 33
PF15534.5,Ntox35,Bacterial toxin 35
PF15535.5,Ntox37,Bacterial toxin 37
PF15536.5,Ntox3,Bacterial toxin 3
PF15537.5,Ntox43,Bacterial toxin 43
PF15538.5,Ntox46,Bacterial toxin 46
PF15539.5,CAF1-p150_C2,"CAF1 complex subunit p150, region binding to CAF1-p60 at C-term"
PF15540.5,Ntox47,Bacterial toxin 47
PF15541.5,Ntox4,Bacterial toxin 4
PF15542.5,Ntox50,Bacterial toxin 50
PF15543.5,Ntox5,Bacterial toxin 5
PF15544.5,Ntox6,Bacterial toxin 6
PF15545.5,Ntox8,Bacterial toxin 8
PF15546.5,DUF4653,Domain of unknown function (DUF4653)
PF15547.5,DUF4654,Domain of unknown function (DUF4654)
PF15548.5,DUF4655,Domain of unknown function (DUF4655)
PF15549.5,PGC7_Stella,PGC7/Stella/Dppa3 domain
PF15550.5,Draxin,Draxin
PF15551.5,DUF4656,Domain of unknown function (DUF4656)
PF15552.5,DUF4657,Domain of unknown function (DUF4657)
PF15553.5,TEX19,Testis-expressed protein 19
PF15554.5,FSIP1,FSIP1 family
PF15555.5,DUF4658,Domain of unknown function (DUF4658)
PF15556.5,Zwint,ZW10 interactor
PF15557.5,CAF1-p150_N,"CAF1 complex subunit p150, region binding to PCNA"
PF15558.5,DUF4659,Domain of unknown function (DUF4659)
PF15559.5,DUF4660,Domain of unknown function (DUF4660)
PF15560.5,Imm12,Immunity protein 12
PF15561.5,Imm15,Immunity protein 15
PF15562.5,Imm17,Immunity protein 17
PF15563.5,Imm19,Immunity protein 19
PF15564.5,Imm25,Immunity protein 25
PF15565.5,Imm30,Immunity protein 30
PF15566.5,Imm32,Immunity protein 32
PF15567.5,Imm35,Immunity protein 35
PF15568.5,Imm39,Immunity protein 39
PF15569.5,Imm40,Immunity protein 40
PF15570.5,Imm43,Immunity protein 43
PF15571.5,Imm44,Immunity protein 44
PF15572.5,Imm45,Immunity protein 45
PF15573.5,Imm47,Immunity protein 47
PF15574.5,Imm48,Immunity protein 48
PF15575.5,Imm49,Immunity protein 49
PF15576.5,DUF4661,Domain of unknown function (DUF4661)
PF15577.5,Spc7_C2,Spc7_C2
PF15578.5,DUF4662,Domain of unknown function (DUF4662)
PF15579.5,Imm52,Immunity protein 52
PF15580.5,Imm53,Immunity protein 53
PF15581.5,Imm58,Immunity protein 58
PF15582.5,Imm65,Immunity protein 65
PF15583.5,Imm68,Immunity protein 68
PF15584.5,Imm72,Immunity protein 72
PF15585.5,Imm7,Immunity protein 7
PF15586.5,Imm8,Immunity protein 8
PF15587.5,Imm9,Immunity protein 9
PF15588.5,Imm10,Immunity protein 10
PF15589.5,Imm21,Immunity protein 21
PF15590.5,Imm27,Immunity protein 27
PF15591.5,Imm31,Immunity protein 31
PF15592.5,Imm41,Immunity protein 41
PF15593.5,Imm42,Immunity protein 42
PF15594.5,Imm50,Immunity protein 50
PF15595.5,Imm51,Immunity protein 51
PF15596.5,Imm57,Immunity protein 57
PF15597.5,Imm59,Immunity protein 59
PF15598.5,Imm61,Immunity protein 61
PF15599.5,Imm63,Immunity protein 63
PF15600.5,Imm64,Immunity protein 64
PF15601.5,Imm70,Immunity protein 70
PF15602.5,Imm71,Immunity protein 71
PF15603.5,Imm74,Immunity protein 74
PF15604.5,Ntox15,Novel toxin 15
PF15605.5,Ntox28,Bacterial toxin 28
PF15606.5,Ntox34,Bacterial toxin 34
PF15607.5,Ntox44,Bacterial toxin 44
PF15608.5,PELOTA_1,PELOTA RNA binding domain
PF15609.5,PRTase_2,Phosphoribosyl transferase
PF15610.5,PRTase_3,PRTase ComF-like
PF15611.5,EH_Signature,EH_Signature domain
PF15612.5,WHIM1,"WSTF, HB1, Itc1p, MBD9 motif 1"
PF15613.5,WSD,"Williams-Beuren syndrome DDT (WSD), D-TOX E motif"
PF15615.5,TerB_C,TerB-C domain
PF15616.5,TerY_C,TerY-C metal binding domain
PF15617.5,C-C_Bond_Lyase,C-C_Bond_Lyase of the TIM-Barrel fold
PF15619.5,Lebercilin,Ciliary protein causing Leber congenital amaurosis disease
PF15620.5,CENP-C_mid,Centromere assembly component CENP-C middle DNMT3B-binding region
PF15621.5,PROL5-SMR,Proline-rich submaxillary gland androgen-regulated family
PF15622.5,CENP_C_N,Kinetochore assembly subunit CENP-C N-terminal
PF15623.5,CT47,Cancer/testis gene family 47
PF15624.5,Mif2_N,"Kinetochore CENP-C fungal homologue, Mif2, N-terminal"
PF15625.5,CC2D2AN-C2,CC2D2A N-terminal C2 domain
PF15626.5,mono-CXXC,single CXXC unit
PF15627.5,CEP76-C2,CEP76 C2 domain
PF15628.5,RRM_DME,RRM in Demeter
PF15629.5,Perm-CXXC,Permuted single zf-CXXC unit
PF15630.5,CENP-S,CENP-S protein
PF15631.5,Imm-NTF2-2,NTF2 fold immunity protein
PF15632.5,ATPgrasp_Ter,ATP-grasp in the biosynthetic pathway with Ter operon
PF15633.5,Tox-ART-HYD1,HYD1 signature containing ADP-ribosyltransferase
PF15634.5,Tox-ART-HYE1,HYE1 signature containing ADP-ribosyltransferase
PF15635.5,Tox-GHH2,GHH signature containing HNH/Endo VII superfamily nuclease toxin 2
PF15636.5,Tox-GHH,GHH signature containing HNH/Endo VII superfamily nuclease toxin
PF15637.5,Tox-HNH-HHH,HNH/Endo VII superfamily nuclease toxin with a HHH motif
PF15638.5,Tox-MPTase2,Metallopeptidase toxin 2
PF15639.5,Tox-MPTase3,Metallopeptidase toxin 3
PF15640.5,Tox-MPTase4,Metallopeptidase toxin 4
PF15641.5,Tox-MPTase5,Metallopeptidase toxin 5
PF15642.5,Tox-ODYAM1,Toxin in Odyssella and Amoebophilus
PF15643.5,Tox-PL-2,Papain fold toxin 2
PF15644.5,Gln_amidase,"Papain fold toxin 1, glutamine deamidase"
PF15645.5,Tox-PLDMTX,Dermonecrotoxin of the Papain-like fold
PF15646.5,Tox-REase-2,Restriction endonuclease fold toxin 2
PF15647.5,Tox-REase-3,Restriction endonuclease fold toxin 3
PF15648.5,Tox-REase-5,Restriction endonuclease fold toxin 5
PF15649.5,Tox-REase-7,Restriction endonuclease fold toxin 7
PF15650.5,Tox-REase-9,Restriction endonuclease fold toxin 9
PF15651.5,Tox-SGS,Salivary glad secreted protein domain toxin
PF15652.5,Tox-SHH,HNH/Endo VII superfamily toxin with a SHH signature
PF15653.5,Tox-URI2,URI fold toxin 2
PF15654.5,Tox-WTIP,Toxin with a conserved tryptophan and TIP tripeptide motif
PF15655.5,Imm-NTF2,NTF2 fold immunity protein
PF15656.5,Tox-HDC,"Toxin with a H, D/N and C signature"
PF15657.5,Tox-HNH-EHHH,HNH/Endo VII superfamily nuclease toxins
PF15658.5,Latrotoxin_C,Latrotoxin C-terminal domain
PF15659.5,Toxin-JAB1,JAB-like toxin 1
PF15660.5,Imm75,Putative Immunity protein 75
PF15661.4,CF222,"C6orf222, uncharacterised family"
PF15662.4,SPATA3,Spermatogenesis-associated protein 3 family
PF15663.4,zf-CCCH_3,Zinc-finger containing family
PF15664.4,TMEM252,Transmembrane protein 252 family
PF15665.4,FAM184,"Family with sequence similarity 184, A and B"
PF15666.4,HGAL,Germinal center-associated lymphoma
PF15667.4,GDWWSH,Protein of unknown function with motif GDWWSH
PF15668.4,DUF4663,Domain of unknown function (DUF4663)
PF15669.4,CCDC24,Coiled-coil domain-containing protein 24 family
PF15670.4,Spem1,Spermatid maturation protein 1
PF15671.4,PRR18,Proline-rich protein family 18
PF15672.4,Mucin15,Cell-membrane associated Mucin15
PF15673.4,Ciart,Circadian-associated transcriptional repressor
PF15674.4,CCDC23,Coiled-coil domain-containing protein 23
PF15675.4,CLLAC,CLLAC-motif containing domain
PF15676.4,S6OS1,Six6 opposite strand transcript 1 family
PF15677.4,CEND1,Cell cycle exit and neuronal differentiation protein 1
PF15678.4,SPICE,Centriole duplication and mitotic chromosome congression
PF15679.4,DUF4665,Domain of unknown function (DUF4665)
PF15680.4,OFCC1,Orofacial cleft 1 candidate gene 1 protein
PF15681.4,LAX,Lymphocyte activation family X
PF15682.4,Mustang,"Musculoskeletal, temporally activated-embryonic nuclear protein 1"
PF15683.4,TDRP,Testis development-related protein
PF15684.4,AROS,"Active regulator of SIRT1, or 40S ribosomal protein S19-binding 1"
PF15685.4,GGN,Gametogenetin
PF15686.4,LYRIC,Lysine-rich CEACAM1 co-isolated protein family
PF15687.4,NRIP1_repr_1,Nuclear receptor-interacting protein 1 repression 1
PF15688.4,NRIP1_repr_2,Nuclear receptor-interacting protein 1 repression 2
PF15689.4,NRIP1_repr_3,Nuclear receptor-interacting protein 1 repression 3
PF15690.4,NRIP1_repr_4,Nuclear receptor-interacting protein 1 repression 4
PF15691.4,PPP1R32,Protein phosphatase 1 regulatory subunit 32
PF15692.4,NKAP,NF-kappa-B-activating protein
PF15693.4,Med26_C,Mediator complex subunit 26 C-terminal
PF15694.4,Med26_M,Mediator complex subunit 26 middle domain
PF15695.4,HERV-K_REC,Rec (regulator of expression encoded by corf) of HERV-K-113
PF15696.4,RAD51_interact,RAD51 interacting motif
PF15697.4,DUF4666,Domain of unknown function (DUF4666)
PF15698.4,Phosphatase,Phosphatase
PF15699.4,NPR1_interact,NPR1 interacting
PF15700.4,DUF4667,Domain of unknown function (DUF4667)
PF15701.4,DUF4668,Domain of unknown function (DUF4668)
PF15702.4,HPS6,Hermansky-Pudlak syndrome 6 protein
PF15703.4,LAT2,Linker for activation of T-cells family member 2
PF15704.4,Mt_ATP_synt,Mitochondrial ATP synthase subunit
PF15705.4,TMEM132D_N,"Mature oligodendrocyte transmembrane protein, TMEM132D, N-term"
PF15706.4,TMEM132D_C,"Mature oligodendrocyte transmembrane protein, TMEM132D, C-term"
PF15707.4,MCCD1,Mitochondrial coiled-coil domain protein 1
PF15708.4,PRR20,Proline-rich protein family 20
PF15709.4,DUF4670,Domain of unknown function (DUF4670)
PF15710.4,DUF4671,Domain of unknown function (DUF4671)
PF15711.4,ILEI,Interleukin-like EMT inducer
PF15712.4,NPAT_C,NPAT C terminus
PF15713.4,PTPRCAP,Protein tyrosine phosphatase receptor type C-associated
PF15714.4,SpoVT_C,"Stage V sporulation protein T C-terminal, transcription factor"
PF15715.4,PAF,PCNA-associated factor
PF15716.4,DUF4672,Domain of unknown function (DUF4672)
PF15717.4,PCM1_C,Pericentriolar material 1 C terminus
PF15718.4,MNR,Protein moonraker
PF15719.4,DUF4674,Domain of unknown function (DUF4674)
PF15720.4,DUF4675,Domain of unknown function (DUF4675)
PF15721.4,ANXA2R,Annexin-2 receptor
PF15722.4,FAM153,FAM153 family
PF15723.4,MqsR_toxin,"Motility quorum-sensing regulator, toxin of MqsA"
PF15724.4,TMEM119,TMEM119 family
PF15725.4,RCDG1,Renal cancer differentiation gene 1 protein
PF15726.4,DUF4677,Domain of unknown function (DUF4677)
PF15727.4,DUF4678,Domain of unknown function (DUF4678)
PF15728.4,DUF4679,Domain of unknown function (DUF4679)
PF15729.4,ALS2CR11,Amyotrophic lateral sclerosis 2 candidate 11
PF15730.4,DUF4680,Domain of unknown function (DUF4680)
PF15731.4,MqsA_antitoxin,"Antitoxin component of bacterial toxin-antitoxin system, MqsA"
PF15732.4,DUF4681,Domain of unknown function (DUF4681)
PF15733.4,DUF4682,Domain of unknown function (DUF4682)
PF15734.4,MIIP,Migration and invasion-inhibitory
PF15735.4,DUF4683,Domain of unknown function (DUF4683)
PF15736.4,DUF4684,Domain of unknown function (DUF4684)
PF15737.4,DUF4685,Domain of unknown function (DUF4685)
PF15738.4,YafQ_toxin,"Bacterial toxin of type II toxin-antitoxin system, YafQ"
PF15739.4,TSNAXIP1_N,Translin-associated factor X-interacting N-terminus
PF15740.4,PPP1R26_N,Protein phosphatase 1 regulatory subunit 26 N-terminus
PF15741.4,LRIF1,Ligand-dependent nuclear receptor-interacting factor 1
PF15742.4,DUF4686,Domain of unknown function (DUF4686)
PF15743.4,SPATA1_C,Spermatogenesis-associated C-terminus
PF15744.4,UPF0492,Uncharacterized protein family UPF0492
PF15745.4,AP1AR,AP-1 complex-associated regulatory protein
PF15746.4,TMEM215,TMEM215 family
PF15747.4,DUF4687,Domain of unknown function (DUF4687)
PF15748.4,CCSAP,"Centriole, cilia and spindle-associated"
PF15749.4,MRNIP,MRN-interacting protein
PF15750.4,UBZ_FAAP20,Ubiquitin-binding zinc-finger
PF15751.4,FANCA_interact,FAAP20 FANCA interaction domain
PF15752.4,DUF4688,Domain of unknown function (DUF4688)
PF15753.4,BLOC1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3
PF15754.4,SPESP1,Sperm equatorial segment protein 1
PF15755.4,DUF4689,Domain of unknown function (DUF4689)
PF15756.4,DUF4690,Domain of unknown function (DUF4690)
PF15757.4,Amelotin,Amelotin
PF15758.4,HRCT1,Histidine-rich carboxyl terminus protein 1
PF15759.4,TMEM108,TMEM108 family
PF15760.4,DLEU7,Leukemia-associated protein 7
PF15761.4,IMUP,Immortalisation up-regulated protein
PF15762.4,DUF4691,Domain of unknown function (DUF4691)
PF15763.4,DUF4692,Domain of unknown function (DUF4692)
PF15764.4,DUF4693,Domain of unknown function (DUF4693)
PF15765.4,DUF4694,Domain of unknown function (DUF4694)
PF15766.4,DUF4695,Domain of unknown function (DUF4695)
PF15767.4,DUF4696,Domain of unknown function (DUF4696)
PF15768.4,CC190,Coiled-coil domain-containing protein 190
PF15769.4,DUF4698,Domain of unknown function (DUF4698)
PF15770.4,DUF4699,Domain of unknown function (DUF4699)
PF15771.4,IHO1,Interactor of HORMAD1 protein 1
PF15772.4,UPF0688,UPF0688 family
PF15773.4,DUF4701,Domain of unknown function (DUF4701)
PF15774.4,DUF4702,Domain of unknown function (DUF4702)
PF15775.4,DUF4703,Domain of unknown function (DUF4703)
PF15776.4,PRR22,Proline-rich protein family 22
PF15777.4,Anti-TRAP,Tryptophan RNA-binding attenuator protein inhibitory protein
PF15778.4,UNC80,Cation channel complex component UNC80
PF15779.4,LRRC37,Leucine-rich repeat-containing protein 37 family
PF15780.4,ASH,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin"
PF15781.4,ParE-like_toxin,ParE-like toxin of type II bacterial toxin-antitoxin system
PF15782.4,GREB1,Gene regulated by oestrogen in breast cancer
PF15783.4,FSIP2,Fibrous sheath-interacting protein 2
PF15784.4,GPS2_interact,G-protein pathway suppressor 2-interacting domain
PF15785.4,SMG1,Serine/threonine-protein kinase smg-1
PF15786.4,PET117,"PET assembly of cytochrome c oxidase, mitochondrial"
PF15787.4,DUF4704,Domain of unknown function (DUF4704)
PF15788.4,DUF4705,Domain of unknown function (DUF4705)
PF15789.4,Hyr1,Hyphally regulated cell wall GPI-anchored protein 1
PF15790.4,EP400_N,"E1A-binding protein p400, N-terminal"
PF15791.4,DMRT-like,Doublesex-and mab-3-related transcription factor C1 and C2
PF15792.4,LAS2,Lung adenoma susceptibility protein 2
PF15793.4,FAM35_C,"Protein family FAM35, C-terminal"
PF15794.4,CCDC106,Coiled-coil domain-containing protein 106
PF15795.4,Spec3,Ectodermal ciliogenesis protein
PF15796.4,KELK,KELK-motif containing domain of MRCK Ser/Thr protein kinase
PF15797.4,DUF4706,Domain of unknown function (DUF4706)
PF15798.4,PRAS,Proline-rich AKT1 substrate 1
PF15799.4,CCD48,Coiled-coil domain-containing protein 48
PF15800.4,CiPC,Clock interacting protein circadian
PF15801.4,zf-C6H2,"zf-MYND-like zinc finger, mRNA-binding"
PF15802.4,DCAF17,DDB1- and CUL4-associated factor 17
PF15803.4,zf-SCNM1,Zinc-finger of sodium channel modifier 1
PF15804.4,CCDC168_N,Coiled-coil domain-containing protein 168
PF15805.4,SCNM1_acidic,Acidic C-terminal region of sodium channel modifier 1 SCNM1
PF15806.4,DUF4707,Domain of unknown function (DUF4707)
PF15807.4,MAP17,"Membrane-associated protein 117 kDa, PDZK1-interacting protein 1"
PF15808.4,BCOR,"BCL-6 co-repressor, non-ankyrin-repeat region"
PF15809.4,STG,Simian taste bud-specific gene product family
PF15810.4,CCDC117,Coiled-coil domain-containing protein 117
PF15811.4,SVIP,Small VCP/p97-interacting protein
PF15812.4,MREG,Melanoregulin
PF15813.4,DUF4708,Domain of unknown function (DUF4708)
PF15814.4,FAM199X,Protein family FAM199X
PF15815.4,MKRN1_C,"E3 ubiquitin-protein ligase makorin-1, C-terminal"
PF15816.4,TMEM82,Transmembrane protein 82
PF15817.4,TMEM40,Transmembrane protein 40 family
PF15818.4,CCDC73,Coiled-coil domain-containing protein 73 family
PF15819.4,Fibin,Fin bud initiation factor homologue
PF15820.4,ECSCR,Endothelial cell-specific chemotaxis regulator
PF15821.4,DUF4709,Domain of unknown function (DUF4709)
PF15822.4,MISS,MAPK-interacting and spindle-stabilising protein-like
PF15823.4,UPF0524,UPF0524 of C3orf70
PF15824.4,SPATA9,Spermatogenesis-associated protein 9
PF15825.4,FAM25,FAM25 family
PF15826.4,PUMA,"Bcl-2-binding component 3, p53 upregulated modulator of apoptosis"
PF15827.4,UPF0730,UPF0730 unknown protein family
PF15828.4,DUF4710,Domain of unknown function (DUF4710)
PF15829.4,DUF4711,Domain of unknown function (DUF4711)
PF15830.4,DUF4712,Domain of unknown function (DUF4712)
PF15831.4,DUF4713,Domain of unknown function (DUF4713)
PF15832.4,FAM27,FAM27 D and E protein family
PF15833.4,DUF4714,Domain of unknown function (DUF4714)
PF15834.4,THEG4,Testis highly expressed protein 4
PF15835.4,DUF4715,Domain of unknown function (DUF4715)
PF15836.4,SSTK-IP,"SSTK-interacting protein, TSSK6-activating co-chaperone protein"
PF15837.4,DUF4716,Domain of unknown function (DUF4716)
PF15838.4,DUF4717,Domain of unknown function (DUF4717)
PF15839.4,TEX29,Testis-expressed sequence 29 protein
PF15840.4,ARL17,ADP-ribosylation factor-like protein 17
PF15841.4,TMEM239,Transmembrane protein 239 family
PF15842.4,DUF4718,Domain of unknown function (DUF4718)
PF15843.4,DUF4719,Domain of unknown function (DUF4719)
PF15844.4,TMCCDC2,Transmembrane and coiled-coil domain-containing protein 2
PF15845.4,NICE-1,Cysteine-rich C-terminal 1 family
PF15846.4,DUF4720,Domain of unknown function (DUF4720)
PF15847.4,Loricrin,Major keratinocyte cell envelope protein
PF15848.4,DUF4721,Domain of unknown function (DUF4721)
PF15849.4,DUF4722,Domain of unknown function (DUF4722)
PF15851.4,DUF4723,Domain of unknown function (DUF4723)
PF15852.4,DUF4724,Domain of unknown function (DUF4724)
PF15854.4,DUF4725,Domain of unknown function (DUF4725)
PF15855.4,DUF4726,Domain of unknown function (DUF4726)
PF15856.4,DUF4727,Domain of unknown function (DUF4727)
PF15858.4,LCE6A,Late cornified envelope protein 6A family
PF15859.4,Dec-01,Deleted in esophageal cancer 1 family
PF15860.4,DUF4728,Domain of unknown function (DUF4728)
PF15861.4,partial_CstF,Partial cleavage stimulation factor domain
PF15862.4,Coilin_N,Coilin N-terminus
PF15863.4,EELM2,Extended EGL-27 and MTA1 homology domain
PF15864.4,PglL_A,Protein glycosylation ligase
PF15865.4,Fanconi_A_N,Fanconi anaemia group A protein N terminus
PF15866.4,DUF4729,Domain of unknown function (DUF4729)
PF15867.4,Dynein_attach_N,Dynein attachment factor N-terminus
PF15868.4,MBF2,Transcription activator MBF2
PF15869.4,TolB_like,TolB-like 6-blade propeller-like
